Author,Rating,Helpful_upVotes,Helpful_downVotes,Summary,Review,Compound,Sentiment_label,Negative,Neutral,Positive
ytoshiya,9.0,0,0,unbelievable movie,end movie dot connected dot turned line movie moving emotion watch preparation,0.0,neutral,0.0,1.0,0.0
abhishekbhardwaj57433,10.0,0,2,two two make one,set backdrop warit amongst filmsthat leave u speechless heavy heartmulti faceted storydepicting different dimension wardifferent definations relationone dipped hatredother left discoveredmarwan twin handed envelopeswhen find mother dead mysterious conditionsthey r asked deliver envelopesto father brotherfar away knowledgethis search take back mother rootand discover differenthidden phase mother lifethe woman knewwas mere womenbut woman tribe considered disgrace unknown truth lifeperformances realisticvisuals perfectand storyscreenplay go beyond wordsa simple mathematical relation sum story,-0.7506,negative,0.118,0.851,0.031
steph-282-152243,10.0,0,3,journey twisting emotion,journey twisting emotion worth watching enjoy watching movie see end handthis one movie must watch entirety order learn reasonyou feel anger sadnessthen story move forward feel energy revenge right angermore movie like madeones story tell meaningfulemotionally charged carry essence humanity outi left movie feeling life ever wastedno matter wereare becomenot many movie lead person feel way,0.1027,positive,0.13,0.689,0.18
xajycck,1.0,4,8,full wrong historical fact,waste time film lebanon filmed jordan arabic lebanese show arab christian commit honor killing true show islamic terrorist christiansthey mixed fact arabic torture anyone speaks lebanese probably dennis villeneuve never met lebanese went lebanon make low level disappointing movie least read historythe plot twist ok everything else sucksit show well refugee angel whereas created war committed crime lebanese civil war,-0.9628,negative,0.348,0.473,0.178
steiner-sam,9.0,0,1,death always leaf track,incendies fire english lebanese civil war drama based montreal quebec lebanon flashback go back nawal marwan lubna azabal dy age soon stroke survivor jeanne mlissa dsormeauxpoulin simon maxim gaudette lateteenage twin nawal secretary jean lebel rmy girard legal notary quebec left child two letter one give lebanese brother didnt know existed one father theyd never met believed knew first name nawal want buried letter deliveredjeanne go lebanon search truth simon would prefer disregard lawals request film alternate jeannes pursuit truth flashback nawals experience civil war began mids truth jeanne learns becomes stunning climax come simon join finally learn mother experienced warincendies jarring totally gripping movie contains plot need suspend rational analysis story execution brilliantly done lubna azabal give magnificent performance mlissa dsormeauxpoulin also excellent girard gaudette abdelghafour elaaziz abou tarek provide good supporting role substantial believable violence gratuitous manner cinematography carried jordan firstrate incendies great french canadian film,0.9559,positive,0.101,0.683,0.217
SoumikBanerjee1996,8.0,0,2,beware final twist,silence truththe conclusive juncture final moment swept foot shaken core im loss word right know convey emotion think need time recuperate tough final twist plot sure permanently etched heart likely never able forget im sure whether content truth say incendies one villeneuves finest work recent time one movie cannot afford miss,0.6007,positive,0.088,0.74,0.172
MESPLINTER,1.0,3,5,overhyped pretentious exhausting,incendies one overrated film ive ever seenit mistake trauma depth try way hard profound story absurdly unrealistic pacing painfully slow big twist feel disturbing meaningfulbeautiful visuals cant save plot thats farfetched emotionally manipulativeoverhyped pretentious exhausting,-0.9471,negative,0.397,0.603,0.0
raj-bhullar,10.0,0,1,masterpiece,might best film denis villeneuve ever made mind top filmmaker loved many film movie special kept glued screen entire length mystery mother life kept unfolding ending shocked left stunned like jaw dropped floor tear final letter read movie made feel like movie ended credit rolled thought might best movie ever seen thats saying something story powerful loss word im still stunned finished movie masterful story telling true work art masterpiece movie unforgettable special,0.984,positive,0.073,0.563,0.364
atomar-95878,9.0,0,1,love good cinema go,incendies powerful emotionally charged film masterfully weave together theme family war identity directed denis villeneuve movie follows two sibling jeanne simon uncover dark secret mother past wartorn middle eastern countrythe film nonlinear narrative structure add sense mystery tension audience slowly revealed truth family history performance superb lubna azabal delivering standout performance complex enigmatic mother nawalthe cinematography breathtaking capturing harsh beauty desert landscape devastating effect war score equally impressive perfectly capturing mood tone sceneincendies thoughtprovoking deeply moving film explores consequence violence power forgiveness mustsee anyone appreciates thoughtprovoking cinemarating starspositives powerful storytelling outstanding performance stunning cinematography haunting scorenegatives none,0.9186,positive,0.18,0.548,0.272
mejiajohnlester,10.0,0,1,great movie,absolute masterpiece start finish storytelling compelling weaving plot keep engaged emotionally invested throughout performance exceptional actor bringing depth authenticity role making character truly memorable cinematography visually stunning capturing breathtaking landscape intimate moment finesse director meticulous vision ensures every scene purposeful impactfulthe soundtrack perfectly complement narrative enhancing emotional resonance key moment drawing story film exploration theme thoughtprovoking emotionally stirring addressing complex issue sensitivity insight film stay long credit roll prompting reflection conversationoverall movie tour de force showcase best cinema offer mustwatch film enthusiast testament enduring power storytelling,0.9864,positive,0.0,0.668,0.332
bgfkdcq,1.0,11,36,worst ever movie,worst ever movie seen life,-0.6249,negative,0.506,0.494,0.0
sepial,10.0,0,1,enough star available pure masterpiece,midst villeneuveexploration film hit like past decade took minute watching able anything eventually smoke everything composes film editing camera work acting choice narrative converge perfectly emerging complete whole seen screen long time hauntingly beautiful quietly earthshattering always seems go villeneuve there single superfluous grain there lingering exploiting cruelty aspect scene sort thus also presented tactful way soundtrack well reduced necessary much greater effect camera closely kept protagonist without exception every performance excellent wider shot reserved set stage war seen eye intimate factfinding odyssey past virtuous also division timeline without ever confusing never lart pour lart essential storytool story end main character still hasnt left,0.9055,positive,0.084,0.728,0.188
tristanixox,9.0,0,2,tragedy turmoil torment,pleasure attending screening incendies telluride film festival absolutely shattered meticulously crafted film favorite festivalstuff happens youll like way film go even youll like whoa okay even youll like oh god even still youll like happening oh god please itll keep going even end film youll steamy shattered mess like wascharacters event throughout depicted subtlety prowess master filmmaker dont want spoil anything numerous moment screening attended audience vocally reacting moment screen extremely visceral affectingbeautiful powerful film,0.9655,positive,0.103,0.567,0.331
roji-11965,10.0,0,1,extraordinary,see reality living middle east struggle woman definitely worth watching never guess end movie cant even move eye turning device one best movie ever watched unfortunately couldnt reach wide audience,0.6157,positive,0.15,0.622,0.228
imdbfan-4472082915,1.0,4,9,waste time,watching incendies felt like absolute waste time film try hard deep thoughtprovoking end painfully slow overly convoluted nonlinear storytelling could powerful made plot confusing emotionally distant character often felt like device move plot real people could connect time twist ending arrived already checked felt like cheap shock tactic meaningful revelation instead delivering profound message movie hide behind complexity leaf wondering even started watching first place definitely worth hype,0.5267,positive,0.16,0.64,0.2
Vartiainen,5.0,4,11,ending,twin recently lost mother travel middleeast search father theyve believed dead brother didnt even existed time follow mother youth middle bloody religious civil wari dont particularly care denis villeneuve director scifi film blade runner arrival decent former edging downright good realistic drama film always left feeling unclean much grittiness nasty tone much needless misery bleakness depression villeneuves hand world show grey place even decent people hide monster within justification existing sheer lack choice something want subject given choicethat said film work pretty well perhaps background war somehow villeneuves usual trick didnt bother much perhaps bit weird war justifier horrible thing fact still remains still horrible didnt feel overexcessiveexcept ending saw coming saw coming long way ahead may ask simply imagined nasty turn film could take one would make gag worst part doesnt even make sense within film story bend backwards event take place completely shatters suspension disbelief villeneuve really want audience throw badlythen film well done first half told phenomenally well character interesting horror war given due endingi think im done guy please,-0.9904,negative,0.272,0.607,0.121
lolipop_big,10.0,0,3,incredible,im iran movie fantastic think story line lebanon acting amazing familiar story lot refugee war torn middle east sad powerful chilling gripping love history must watch people love history much woman endure frantic religion people israel palestine relatable kid hope everyone travel middle east grasp suffering pain loosing child dad rape war crime yet question ever end doubt let hope tolerance,-0.7506,negative,0.331,0.409,0.259
Ahmad_pilehvar,8.0,0,0,one plus one make one,oh god im still shock couldnt believe possible first didnt attracted movie hour watching movie find patient wasnt worthless story became one favorite story ever seen liked nice message story say story begin promise break chain anger nothing mean together,0.6979,positive,0.157,0.563,0.28
charbelelaro,9.0,0,0,movie amazing,incendies directed denis villeneuve foreign film one intriguing story ive ever come across film begin two twin mourning death mother trying sort aspect become incredibly distraught finding mother wish buried traditionally letter sent brother father twin unaware brother living father therefore leading investigation order complete task everything film phenomenal every single performance outstanding realism depicted actor blew away denis direction usual perfect capture moment horror well utilising close ups big wide shot necessary many moment film look incredible incendies one insane ending revelation ive ever experienced film although isnt pretentious cheap due phenomenal writing compelled movie entire runtime story rarely dull moment due uneasy suspenseful plot incendies seen dont let english subtitle discourage movie amazing therefore give,-0.6741,negative,0.166,0.698,0.135
shanayneigh,9.0,0,0,outstanding,ive wanting see movie long time finally available streaming service knew absolutely nothing movie early work denis villeneuve filmmaker mixed feeling view he one uneven filmmaker today sicario especially prisoner fantastic movie enemy arrival best mediocre blade runner dune absolutely dreadful seems spectacle film worse getbut im happy finally got see incendies outstanding especially lubna azabal lead equally good masterpiece paradise set lebanon although location isnt specified civil war movie paint surprisingly frank picture setting especially christian fascist militia engaging mass slaughter something people today dont seem know aboutthe twist end fairly obvious sometimes journey destination ordered bluray immediately watching see making listen villeneuves commentary,0.9569,positive,0.122,0.624,0.254
shathakbs,1.0,7,27,one worst movie ive ever seen,hate movie shocking unbelievable nonsense ending regret watched really dont know get high rating didnt enjoy feel moment movie although point pointless really wanna ask everyone like movie convince deserves,-0.8492,negative,0.339,0.514,0.147
naseef-abdullah10,10.0,0,1,cruelty war,always movie see remember rest life assure incendies one kind moviethis movie started dramatic situation mayfeel boring hook movie keep going beginning might find character really suffering movie end person suffer would definitely always hate war thought know cruelty war seeing movie really understand crueltythank god movie real life story otherwise would think could kind god punish someone badly,-0.9474,negative,0.339,0.48,0.181
Jimmy_JimJim,9.0,0,0,beautiful suspenseful,one beautifully shot exotic location worth watching even turn sound ignore story line sound follow strong screenplay got great movie keep guessing end,0.8885,positive,0.075,0.537,0.388
KunvarAishwary,10.0,0,1,emotional impact redefined,prepare emotionally dismantled incendies breathtaking masterpiece defies conventional storytelling mindbending narrative structure heartwrenching tragedy canadian film set new standard cinematic excellence film skillfully intertwines multiple plot ingeniously running opposite direction creating mesmerizing experience keep edge seat climax delivers unexpected devastating blow leaving awe stellar performance realistic portrayal character add depth authenticity artistic gem may minor flaw screenplay pale comparison overwhelming impact film profound tragedy director denis villeneuve showcase unparalleled storytelling prowess solidifying incendies mustwatch reaffirming status visionary filmmaker brace unforgettable journey depth human emotion true masterpiece demand attention,0.8442,positive,0.127,0.668,0.206
wills-50922,10.0,0,0,must watch,film mental emotional rollercoaster ride first act set story tragic loss endure many level unbearable second act guide mystery layered past present look first son give right birth maneuver civil war present adult daughter son continuing search mother couldnt complete third act happens think going jaw literally dropped satisfying film bravo writer director actor,-0.6808,negative,0.146,0.78,0.073
johntheholder,4.0,4,12,dead boring film filled dead tiresome scene watch fatih akins edge heaven instead,dennis villeneuve director who gained acceptance like christopher nolan there something film cant exactly place know something made good decent film great one consider tim burton first batman best batman movie film watch list basically since came got see today ive got news prepare bored stiff thought joke paused checked imdb rating checked random user review gladly anything please distract tedious film went back minute engagement meaning didnt care much watching debating whether fast forward started casually fast forwarding give hinta bit specific thoughbad editing many scene cut meaninglessly scene depicting angle im editor bored tried get thinking aspect im watchingbad screenplay maybe story isnt bad chose another set scene sequence whole emphasis basically another whole movieindifferent acting kid indifferent mother mute way mixed mute cry isnt praiseworthy may even say cast bad whole ensemble cast brother sister chemistry whatsoeverbad direction yes guy bladerunner wasnt bad film dont like direction well clearlyits film similar subject matter topic fatih akins edge heaven film alive energetic whereas film totally dead compiled dead scene thats really whole film dead least thats nothing felt nothing getting tired frustrated bad film really opposed great rating overall critique shockingly boring,0.978,positive,0.148,0.597,0.255
chera_khalid,10.0,0,0,incendies haunting masterful tale war secret identity,incendies directed denis villeneuve masterclass storytelling grip viewer start finish leaving indelible mark soul film adapts wajdi mouawads play weaving narrative deep emotional resonance complex family dynamic devastating repercussion war breathtaking direction powerful performance profound exploration identity history incendies firmly establishes villeneuve one brilliant filmmaker generationthe story follows two canadian twin jeanne simon tasked fulfilling late mother final wish wish send journey middle east uncover dark longhidden family secret connected mother past sibling delve deeper mother mysterious life uncover harrowing tale love loss ravage warvilleneuves direction nothing short brilliant craft compelling nonlinear narrative shift two timeline presentday search answer tragic story mother nawal lebanese civil war villeneuve deftly navigates two timeline building tension mystery way subtle profoundly impactful mastery lie ability make moment feel monumental whether quiet conversation explosive revelation every frame incendies charged emotional weightthe performance extraordinary across board lubna azabals portrayal nawal nothing short mesmerizing brings depth complexity immense emotional range character particularly film slowly unveils nawals painful past twin played mlissa dsormeauxpoulin maxim gaudette also exceptional performance deeply moving perfectly capturing confusion grief revelation come discovery mother secret life dynamic sibling fraught tension search truth lead confront horror past personal demonsthe cinematography andr turpin stunning using stark beauty middle eastern landscape claustrophobic interior film tense moment create atmosphere melancholy urgency contrast two timeline visually striking past muted tone giving way somber reflective hue presentday journey cinematography enhances film thematic exploration memory trauma passage time making scene feel like carefully constructed piece artthe score grgoire hetzel complement film somber tone adding layer emotional intensity without ever overwhelming narrative music serf subtle guide emotional moral complexity film enhancing powerful moment without ever distracting story hauntingly beautiful score lingers long credit rollwhat make incendies remarkable exploration deep universal themeswar trauma love search identitythat transcend cultural geographical boundary film unflinching portrayal brutality conflict personal toll take individual yet also conveys profound sense hope resilience film conclusion devastating deeply cathartic offering shocking twist reshapes everything came conclusion haunt perfect summation film exploration complexity human existencein conclusion incendies cinematic masterpiece stay long youve seen powerful performance stunning visuals masterful direction denis villeneuve film tackle complex theme grace insight film resonates deeply emotional level many might one powerful film theyve ever experienced villeneuves remarkable ability blend mystery emotion history rightfully cemented place among greatest filmmaker today,0.9934,positive,0.138,0.612,0.25
denxpp,8.0,0,0,heartbreaking,story family complicated heartbreaking story would like say plot catchy extremely large number plot twist itll super bad spoiler something movie life immigrant unnamed country middle east war hatred change people life forever,-0.8235,negative,0.301,0.535,0.164
kikilangmore319,10.0,0,1,one plus one make one,one emotionally moving film ive seen long time performance organic powerful way feel genuinethe cinematography gorgeous soundtrack incredible starting film radioheads whose army perfect way set tone immediately immerses setting mindset filmi thought movie almost constantly since watched think love denis villeneuves direction brilliant drive film much like work direction aesthetic together remind previous film sicario lovedyes film foreign might confusing first end solidified wonderfully crafted fully fleshed story powerfully brutal real world parallel dont miss one,0.9654,positive,0.06,0.674,0.265
amandalu-09900,5.0,3,9,end result ruin good movie,movie compelling make u feel suffered war hatred however ending hard swallow happened mother love child choose let know painful truththe cast good delivered strong performance,-0.5106,negative,0.355,0.364,0.28
LyudMilla-11112,9.0,0,0,reality,say movie heartbreakingshriking shockingi say movie includes reality look seperation reality fictionvilleniueve chose realitythe middle east includes many pain war crime looked perspective say yes moviethis reality,-0.8402,negative,0.294,0.632,0.074
yasinmagdi,10.0,0,1,masterpiece,movie lack flaw possibly greatest movie time everything cinematography acting plot story movie take rollercoaster emotion shocking moment accurately depicts life wartime middle east rewatch movie interesting get movie focusing struggle mother fought peace killing lover early age endure constant shaming family commited adultery child taken away result promised newborn baby find led experiencing horror religious war going region,-0.5994,negative,0.253,0.551,0.196
yadavanita-18093,10.0,0,0,sometimes need appreciate thing beauty,excellent film heart touching step aside language barrier see beautiful film power cinema hour beauty story music acting everything good keep entertained throughout parallel two story leading shocking conclusion thing cinema made,0.93,positive,0.091,0.541,0.368
pashishi,1.0,5,20,illogical scenario,film present distinctive artistic vision director featuring striking cinematic hallucination despite initial appearance illogicality chaos storyline effectively engages audience intricately linking seemingly unrelated event may find perceived lack cohesion element actually enhances film enigmatic immersive ambiance narrative boldness may evoke comparison provocative style puretaboo content yet imbues incendies brutality distinguishes ittultimately film deserve inflated ranking,-0.3818,negative,0.148,0.712,0.139
executiveassistant-62259,10.0,0,1,nice,honest nothing left say storywise film tragedy atmosphere everythingas admirer dennis villeneuves filmography thanks work past year already familiar much brilliant storyteller yet incendies honest nothing left say storywise film tragedy atmosphere everythingas admirer dennis villeneuves filmography thanks work past year already familiar much brilliant storyteller yet incendies honest nothing left say storywise film tragedy atmosphere everythingas admirer dennis villeneuves filmography thanks work past year already familiar much brilliant storyteller yet incendies n,0.9726,positive,0.122,0.525,0.354
michaelholland-81075,8.0,0,0,wellshot emotional film,particularly enjoyed use longdrawn shot important event mother life felt important aspect drawing emotion scene plenty drawn additionally acting film exceptional especially lubna azabal play nawal mlissa dsormeauxpoulin play jeanne really felt watching family past unfold eye every emotion character felt real worth also enjoyed plot twist came end felt built towards hinted way contrived much going film unfortunately anything say cannot fully encapsulate great film villeneuve definitely earned spot among favorite director working today recommend see film appreciate,0.9639,positive,0.059,0.655,0.287
debjitbiswas-90226,10.0,0,0,must watch,nawal lubna azabal dying middle eastern woman living montreal leaf separate letter twin child read pass away jeanne mlissa dsormeauxpoulin deliver father twin never knew simon maxim gaudette give brother never knew sibling travel middle east separately experience act brutality uncover startling family history revelation themselvesalthough incendies based play movie could hardly timely adapted wajdi mouawads acclaimed play movie indeed set mostly fictitious land never seen movie like best foreign movie ever seen maybe best movie ever genre suspenseful growing chill movie send spine something youll remember forever story background music acting cinematography pace movie everything amazing equilibrium thats make masterpieceno wonder denis villenueve amazes come prisoner enemy sicario blade runner film remain best ever,0.923,positive,0.092,0.716,0.192
arielharlev,8.0,0,2,strong touching emotive title,even think understand part audience see screen minute see there nothing really understood story simply stick stall start another piece puzzle two story engaged together became whole great sad story woman leaf two child huge mystery behindthe film quite long though dont feel time passing going less minute want jump screen try help woman maybe feel identified main character part movie spoiler man hate gender scenesat end get entire story separation unification love revenge mercy without sticky taste classical american moviesalmost masterpiece,0.8915,positive,0.114,0.663,0.224
DanR-Sousa,4.0,2,5,uninteresting except ending,narrative doesnt good rhythm event dont make interesting point care whats happening movie requires make effort enjoy otherwise person wont feel satisfied experience final act factor doesnt make whole experience complete waste timeits movie recommend general public fact dont recommend anyone,0.3826,positive,0.181,0.609,0.21
JSVJ,10.0,0,0,must watch generation,dont watch film one many story war refugee movie accurately depicts trauma horror tragedy war result war doesnt help anyonethe cinematography stark yet poetic often using silence amplify pain performance especially lubna azabal nawal gutwrenching portrayal mother carrying unbearable trauma grace defiance unforgettablemore thriller mystery incendies call acknowledge long shadow cast war asks capable violence forgiveness past unbearablewatch artistry understand consequence war arent confined battlefield echo generation merely movieits mirror real life shattered conflict story demand attention reflection,-0.991,negative,0.419,0.488,0.093
ShootingStar82,8.0,0,0,mature piece filmmaking,incendies tell story arab immigrant canada two child tasked tracking previously presumed dead father mysterious brother following death mother story largely set lebanon venture past presentthis mature film fine direction good acting nice pace story interesting throughout pack emotional punch particularly film reach conclusion however incendies never totally captivated stopped truly loving film nonetheless film piece filmmaking worth watch,0.9045,positive,0.129,0.546,0.325
kevintrodrigues95,9.0,0,0,good,wonderful piece motion art disturbing conclusion painting harrowing scene told beautiful stroke stay long,0.6486,positive,0.151,0.502,0.347
dzontra-nikola,10.0,0,3,masterpiece anyone watch,incendies directed denis villeneuve haunting emotionally gripping cinematic masterpiece intense drama follows twin jeanne simon embark journey uncover mother mysterious past wartorn middle eastvilleneuves direction impeccable creating palpable sense tension mystery throughout film storytelling masterfully crafted seamlessly weaving past present gradually revealing shocking truth character identity brutal reality warthe performance incendies nothing short extraordinary lubna azabal delivers powerful heartbreaking portrayal twin mother nawal marwan capturing character strength vulnerability remarkable depth mlanie laurent maxime gaudette also shine role jeanne simon navigating complexity character emotional journey nuance convictionwhat set incendies apart profound exploration theme identity family legacy violence film pose thoughtprovoking question cyclical nature conflict human capacity love crueltyvisually stunning emotionally resonant incendies cinematic experience lingers long credit roll gripping tale love loss enduring power human spirit making mustwatch fan powerful storytelling,0.9485,positive,0.143,0.606,0.251
martinpersson97,9.0,0,0,amazing quite shocking drama,another masterpiece one best modern director denis villenueve made instant classic enemy prisoner sicario bladerunner much like orson welles classic citizen kane finding truth life secretive person time get even personal protagonist share close bond object investigation motherthe movie extremely well cut flowing well presentday story intercut occassionally flashbacksequences reminiscent citizen kane godfather part iithe acting amazing character without going much spoiler even despicable character find somewhat sympathetic rolesit extremely wellwritten comparison classic overstatement strong script going plot twist could stand profoundsafe say rightfully maintaind spot imdbs top list work true artist,0.9695,positive,0.094,0.622,0.285
Wasp-12-21-11,10.0,0,2,best film year,although nominated best foreign language film rd academy award incendies win award instead going better world danish film directed susanne bier bier family conflict drama fine film right lacked enough power intrigue narrative sustain twohour length incendies may occasionally overstay time denying raw emotional impactwhen nawal marwan lubna azabel deeply affecting form suffers stroke quebec swimming pool spends remaining week life silent reading two child jeanne mlissa dsormeauxpoulin simon maxim gaudette notary jean lebel rmy girard reveals jeanne simon father believed dead still alive also brother given envelope deliver father brother respectively long disturbing journey beginsincendies overly complicated film require certain amount attention along even larger portion believability towards stunning conclusion viewer rely stretched credibility final revelation film sure divide viewer may see nonsensical attempt impress audience shock twist others view harrowing powerful reminder harshness war racism violenceit cannot said incendies perfect film film length occasionally stretch depends much coincidence flaw incendies make azabels pitchperfect performance nawal shake core even coldest viewer andr turpin stunning cinematography make almost impossible believe story confined stage may promise easy viewing denis villeneuves fourth feature film outstanding achievement resonate viewer across globe long conclusionverdict superbly acted astonishingly filmed remarkably told masterpiece emotionally staggering climax finest film,0.9701,positive,0.119,0.668,0.213
tareqzaghal,8.0,0,1,greatest storyteller generation,denis villeneuve favourite working director third act answer needthat bonechilling moment happens storytelling denis later work proven master meticulously building tension atmosphere around character conflict begin see seed cannot help give full attention imagery handincendies tragedy story easily wrap head around time may feel confused heading film trying say going happen much like character slowly putting together narrative explodes explodeswhile might go extreme detail setting war story take place chooses focus war conflict create unimaginable continues live generation imagery extremely powerful performance especially lead captivating honestly hurt film bit screenplay especially segment arabicits obvious denis worked lot nonactors authenticity hired actor native arabic speaker show get really rough keep switching different dialect different location supposed one area couldnt help notice way often becomes obvious imbalance term quality segment arabic french frustrating brought overall experience rating bit cant help something like take experiencenevertheless incendies haunting thrilling disturbing mystery elevated villeneuves direction strongest work undeniably powerful assortment visuals depict unique aspect atrocity wardenis never miss,-0.9257,negative,0.194,0.677,0.129
nitishgalala,10.0,0,0,mindfucking,love film denis villeneuve bt beyond love disturbed tragedy intense sensible strong emotion film like breaking boundary constructed commercial film make realistic art rooted like tree u pick branch nd make remaining boundary breakthis movie need recognition couldnt believe released kind movie stick die watch movie little patience every aspect movie masterpiecebest cinema st century take u regain ur sens u learn doesnt make amazing cant described word watch,0.0649,positive,0.187,0.613,0.201
nitishgalala,10.0,0,0,mindfucking film,love film denisvilleneuve bt beyond love disturbed tragedy intense sensible strong emotion film like breaking boundary constructed commercial film make realistic art rooted like tree u pick branch nd make remaining boundary breakthis movie need recognition couldnt believe released kind movie stick die watch movie little patience every aspect movie masterpiecebest cinema st century take u regain ur sens u learn doesnt make amazing cant described word watch incendies,0.0649,positive,0.187,0.613,0.201
niyantha,8.0,0,1,deeply disturbing end,breaking silence hell film incendies director dennis villeneuve dop andreturpin music gregoirehetzel cast lubnaazabal melissadesormeauxpoulin maximegaudetteit quite better idle breaking silence impact breaking silence investable burden knowing whats taking place offscreen difficult audience stomachdominated period eerie calm followed sudden astonishing mood swing incendies intelligent emotionally complex world cinema finestit really believable yet taken literally cinematic prosepoem undoubted forceincendies find engaging way end circle violence anger referring title translates destruction fire moment absolute breathless silence incendies leaf there way wash witness shatters withinthere truth revealed condition discoveredelemental expertly directed dennisvilleneuve lubnaazabal melissadesormeauxpoulin compelling kind act amazing andreturpin parallel panning movement gregoirehetzel tough spellbinding sound made one best realized effort incendies,-0.3415,negative,0.192,0.626,0.182
j-22560,1.0,6,40,film make sick,unpleasant language much passionate quarrel yelling every actor seems involved actually neurotic,-0.2732,negative,0.307,0.503,0.19
egelund-66089,9.0,0,0,tragedy rebirth something,movie lot would give would poor miss itso many feeling going drama would strongly recommend see ending something good,0.5106,positive,0.176,0.487,0.337
guisreis,8.0,0,0,brutal story,well directed filmed acted quite harsh violent movie dennis villeneuve horror war enduring impact generation investigation orphan twin advance past deceased mother gradually unveiled bizarre story bizarre interesting present past appear alternate along film could even better sluggish moment become confusing sometimes like music score felt fitting well film mood,-0.9165,negative,0.329,0.504,0.167
Willl02,9.0,0,0,perfect realism,incendies denis genius storyteller direction make invested two twin mother way portrays realism movie superb think fact element story take away realism reason star meproduction acting writing entertainment resonance,0.7845,positive,0.0,0.796,0.204
Gelaos,9.0,0,0,beautiful deep sad human,core plain simple execution beautiful plot bit farfetched unnecessary element able guess final twist early however overall impression film didnt suffer atmosphere depressing deep scene eg bus abduction jeanne meeting woman villager villeneuves cinematography exceptional actor also great especially mlissa dsormeauxpoulinoverall beautiful human sad film,0.8986,positive,0.11,0.59,0.3
sinayazdani-72638,1.0,6,46,dont watch,terrible movie ive watched day still worst movie ive ive ever ever ever watched let rewiews fool move bad,-0.9274,negative,0.476,0.524,0.0
briancham1994,9.0,0,1,disturbing gripping,wow denis villeneuve show expert direction masterpiece tension weaving two timeline slowly uncover story nawal secret really father child although much happens investigation plotwise event still feel compelling due emotional toll sibling destructiveness war surrounding mother dual impact war investigation assault audience extreme discomfort especially near end thanks great performance absorbing portrayal historical event,-0.3477,negative,0.249,0.52,0.231
muhammadaminrahmanaamman,10.0,0,0,shaking,amazing acting lubna azabal mother character see every scene movie find,0.5859,positive,0.0,0.725,0.275
m-antomervin5,10.0,0,3,watch die,canadian mysterious drama tell powerful emotional tale two young adult voyage uncover truth mother nawal marwan played lubna azabal secret three dimensional believable character breath taking moment truth make heart beat like crazy really visually touching moment film like shot burning bus beauty land shocking closeup marwan face incredibly well made movie modest budget great prominent work villeneuve every director make humane wondrous film know medium language cinema craft story element film need become memorable touching,0.9678,positive,0.053,0.649,0.299
sidneywhitaker-294-45147,4.0,3,18,grim baffling tale,incendies watch film right properly horrified inhumanity man man fierce grimness life simple people barbarous middleeastern wasteland destruction first baffled frustrated break continuity location action swimming poolemptythen suddenly one glamorous female swimming water used doubt artistic symbolism oddly populous hospital scene incoherence grimness keynotesthe twin introduced near outset given heartrending puzzle solve mother strange read jump cut offer help viewer trying follow trail prevailing mood tragedy danger hostility pervadesagainst filmworld hype glamour award director interview among extra find artistically selfindulgent director drawing pathos tragedy order display originality talent,-0.9571,negative,0.293,0.565,0.141
danka-v-95,5.0,1,4,much potential,say ending movie disappointing potential one best movie ive seen didnt happen much material many scene representing different time peculiar region felt like leading big inspiring closure different level however seems like made shock repugnance instead inspiration spiritual growthit incomprehensible end plain complex plot best guess creator left without idea matured enough life experience know better,0.9538,positive,0.076,0.606,0.318
levybob,5.0,1,5,want like,want like incendies deal effect war religious intolerance family thats good thing film portrays violence sudden merciless another good thing film textured move easily suddenly current day past lebanese civil war christian muslim backandforth generally done well finally film plotreveals characterreveals might prove shocking many viewer depending viewer might good thing wellso whats problem five star present day character set twin brother sister quest learn recently deceased mother fully realized people know little nothing job relationship desire need age dont know serve vehicle get u story past dont know lessens importance learn mother affect film includes rape offcamera thats fine thenperpetrator rape appears old far old character film big reveal moreover meet character present day suddenly appears young appeared old confusing yes film strike somber tone understandable tone never lifted though entire world know family everyone equally involved hiding exposing big secret one seems going business yes comedy would preferred moment counteract graynessi cannot recommend film seen important way well doneperhaps kind film quite possibly,-0.9132,negative,0.205,0.635,0.16
vaiessamsm,3.0,1,5,ruim,movie tiring story didnt interrupt often dont know movie heading least plot twist hold,0.2584,positive,0.0,0.865,0.135
jepulix-10532,5.0,1,7,oppressive,story horrible environment film mostly filmed horrible sand drought feel authentity distressingly agonizing could say thats reason film great thats film agonizingly horrible horrible film recommend one thats saydirector captured oppressivevfeel dry dead land screen still enough thecreason watch disgusting story allthough know lot people want see even horrible disgusting scene tell watch film worth story scene depressing,-0.9868,negative,0.444,0.451,0.105
rogerdarlington,8.0,0,2,pack genuinely emotional punch,french canadian film title translates scorched located mainly unnamed middle eastern country clearly lebanon although shot jordan nation visited tell powerful deeply disturbing story nawal marwan played wonderfully belgianmoroccan actress lubna azabal dy leaf twin daughter jeanne mlissa dsormeauxpoulin son simon maxim gaudette strange instruction letter must delivered father thought dead brother know hadbased play narrative writer director denis villeneuve repeatedly jump back forth present day several decade earlier always make story easy follow advice look three point back heel viewer pay close attention twin learn enigmatic mother process shocking turn event cinema high order pack genuinely emotional punch,0.6003,positive,0.115,0.728,0.156
